seed_id,nid,news_id,category,summary,variant,headline,clickbait_penalty,faithfulness,clarity,specificity,attractiveness,non_clickbait,overall,rationale,ranking,best_variant,worst_variant,judge_model,judge_error,nid_existing,news_id_existing,category_existing,summary_existing,headline_existing,clickbait_penalty_existing
66,56157,N18679,sports,"Penn State junior Megan McNeely was just headed to class, when she heard a voice in the distance. ""Michigan State?! Why are you wearing that?"" That was from football coach James Franklin, who while walking across campus spotted McNeely wearing a T-shirt supporting the Spartans. (McNeely has family that went to MSU.) So Franklin's rectified McNeeley's wardrobe choice ... by giving her his Penn ...",original,Penn State's James Franklin gives student in Michigan State shirt his instead,0.00024723573,4,5,4,3,5,4,Captures the main event but could include more detail about McNeely.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
66,56157,N18679,sports,"Penn State junior Megan McNeely was just headed to class, when she heard a voice in the distance. ""Michigan State?! Why are you wearing that?"" That was from football coach James Franklin, who while walking across campus spotted McNeely wearing a T-shirt supporting the Spartans. (McNeely has family that went to MSU.) So Franklin's rectified McNeeley's wardrobe choice ... by giving her his Penn ...",zero_shot,James Franklin Gives Penn State Shirt to Student Wearing Spartans Gear,0.0002036859,4,5,4,3,5,4,"Accurate and clear, but lacks a unique angle or detail about McNeely.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
66,56157,N18679,sports,"Penn State junior Megan McNeely was just headed to class, when she heard a voice in the distance. ""Michigan State?! Why are you wearing that?"" That was from football coach James Franklin, who while walking across campus spotted McNeely wearing a T-shirt supporting the Spartans. (McNeely has family that went to MSU.) So Franklin's rectified McNeeley's wardrobe choice ... by giving her his Penn ...",optimized,James Franklin Gives Penn State Shirt to Student Wearing Spartans Gear,0.0002036859,4,5,4,3,5,4,"Similar to zero_shot, accurate but minimal detail.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
66,56157,N18679,sports,"Penn State junior Megan McNeely was just headed to class, when she heard a voice in the distance. ""Michigan State?! Why are you wearing that?"" That was from football coach James Franklin, who while walking across campus spotted McNeely wearing a T-shirt supporting the Spartans. (McNeely has family that went to MSU.) So Franklin's rectified McNeeley's wardrobe choice ... by giving her his Penn ...",agentic_selected,James Franklin Gifts Penn State T-Shirt to Student Supporting Spartans,0.00013783263,4,5,4,3,5,4,Maintains clarity and accuracy but could benefit from more specifics.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
67,44445,N55459,sports,"Kansas coach Les Miles says he's ready for the reunion. Miles, who has guided the Jayhawks to a 3-6 record, will return to a previous stop this weekend: Stillwater, where KU will play at Oklahoma State on Saturday. ""I think I will enjoy walking in that stadium,"" Miles said, ""more than anybody else."" Miles recalls his days as Oklahoma State coach fondly. He was there from 2001-04, ...",original,"KU Jayhawks football vs. Oklahoma State Cowboys: Kickoff time, TV, 5 things to know",0.98893356,2,2,3,2,4,2,"While informative, it lacks the focus on Miles' reunion, which is the main story.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
67,44445,N55459,sports,"Kansas coach Les Miles says he's ready for the reunion. Miles, who has guided the Jayhawks to a 3-6 record, will return to a previous stop this weekend: Stillwater, where KU will play at Oklahoma State on Saturday. ""I think I will enjoy walking in that stadium,"" Miles said, ""more than anybody else."" Miles recalls his days as Oklahoma State coach fondly. He was there from 2001-04, ...",zero_shot,Les Miles prepares for reunion with Oklahoma State this weekend,0.0003462173,5,5,5,4,5,5,Captures the essence of Miles' feelings and reunion accurately and attractively.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
67,44445,N55459,sports,"Kansas coach Les Miles says he's ready for the reunion. Miles, who has guided the Jayhawks to a 3-6 record, will return to a previous stop this weekend: Stillwater, where KU will play at Oklahoma State on Saturday. ""I think I will enjoy walking in that stadium,"" Miles said, ""more than anybody else."" Miles recalls his days as Oklahoma State coach fondly. He was there from 2001-04, ...",optimized,Les Miles prepares for reunion with Oklahoma State this weekend,0.0003462173,5,5,5,4,5,5,Identical to zero_shot; effectively conveys the main story without addition.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
67,44445,N55459,sports,"Kansas coach Les Miles says he's ready for the reunion. Miles, who has guided the Jayhawks to a 3-6 record, will return to a previous stop this weekend: Stillwater, where KU will play at Oklahoma State on Saturday. ""I think I will enjoy walking in that stadium,"" Miles said, ""more than anybody else."" Miles recalls his days as Oklahoma State coach fondly. He was there from 2001-04, ...",agentic_selected,Les Miles Prepares for Reunion with Oklahoma State This Weekend,0.0003462173,5,5,5,4,5,5,Identical to zero_shot and optimized; strong and clear representation of the news.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
68,29077,N28549,news,"A few of Kentucky's representatives had something to say after the vote, and Majority Leader Mitch McConnell had strong words in the Senate",original,How Kentucky's House delegation voted on the Trump impeachment inquiry rules,0.0014578314,3,4,3,2,5,3,The headline does not reflect the reactions after the vote but rather just the voting itself.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
68,29077,N28549,news,"A few of Kentucky's representatives had something to say after the vote, and Majority Leader Mitch McConnell had strong words in the Senate",zero_shot,Kentucky Representatives and Mitch McConnell Respond After Vote,7.1408664e-05,4,4,4,3,5,4,This headline captures reactions and mentions specific figures without adding unsupported claims.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
68,29077,N28549,news,"A few of Kentucky's representatives had something to say after the vote, and Majority Leader Mitch McConnell had strong words in the Senate",optimized,Kentucky Representatives and Mitch McConnell Respond After Vote,7.1408664e-05,4,4,4,3,5,4,Identical to zero_shot; it effectively communicates responses from key figures.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
68,29077,N28549,news,"A few of Kentucky's representatives had something to say after the vote, and Majority Leader Mitch McConnell had strong words in the Senate",agentic_selected,Mitch McConnell Expresses Strong Views After Senate Vote,8.379276e-05,4,4,3,4,5,4,"Highlights McConnell's strong views, reflecting a significant part of the summary.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
69,1977,N37841,lifestyle,These gentle giants are not only adorable they're also fascinating. Here are a few surprising facts about perhaps the sweetest sea creatures. The post 13 Things You Never Knew About Manatees appeared first on Reader's Digest.,original,13 Things You Never Knew About Manatees,0.9999789,5,5,5,4,5,5,Directly reflects the summary and is clear.,"[""zero_shot"", ""original"", ""agentic_selected"", ""optimized""]",zero_shot,optimized,gpt-4o-mini,,,,,,,
69,1977,N37841,lifestyle,These gentle giants are not only adorable they're also fascinating. Here are a few surprising facts about perhaps the sweetest sea creatures. The post 13 Things You Never Knew About Manatees appeared first on Reader's Digest.,zero_shot,13 Fascinating Facts About Manatees You May Not Know,0.999979,5,5,5,5,5,5,"Accurate and engaging, maintains the focus on manatees.","[""zero_shot"", ""original"", ""agentic_selected"", ""optimized""]",zero_shot,optimized,gpt-4o-mini,,,,,,,
69,1977,N37841,lifestyle,These gentle giants are not only adorable they're also fascinating. Here are a few surprising facts about perhaps the sweetest sea creatures. The post 13 Things You Never Knew About Manatees appeared first on Reader's Digest.,optimized,Facts About Manatees and Their Characteristics,0.9980521,4,5,4,3,5,4,Less engaging than others and lacks the element of surprise.,"[""zero_shot"", ""original"", ""agentic_selected"", ""optimized""]",zero_shot,optimized,gpt-4o-mini,,,,,,,
69,1977,N37841,lifestyle,These gentle giants are not only adorable they're also fascinating. Here are a few surprising facts about perhaps the sweetest sea creatures. The post 13 Things You Never Knew About Manatees appeared first on Reader's Digest.,agentic_selected,Discover 13 Unexpected Details About Manatees,0.9999194,5,5,5,4,5,5,"Intriguing and highlights unexpected facts, aligns well with the summary.","[""zero_shot"", ""original"", ""agentic_selected"", ""optimized""]",zero_shot,optimized,gpt-4o-mini,,,,,,,
70,4989,N30211,sports,"Rafael Nadal pulled out of the Paris Masters with an abdominal injury just minutes before the scheduled start of his semi-final against Denis Shapovalov on Saturday, and admitted his participation at the ATP Tour Finals was in doubt. The 33-year-old has battled multiple injuries throughout his career and also pulled out of the Paris Masters on his last appearance in 2017 before the quarter-finals.",original,"Super sad' Nadal out of Paris Masters, doubt for ATP Finals",7.287428e-05,3,4,3,4,4,3,Includes emotional response but lacks full detail on injury status.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
70,4989,N30211,sports,"Rafael Nadal pulled out of the Paris Masters with an abdominal injury just minutes before the scheduled start of his semi-final against Denis Shapovalov on Saturday, and admitted his participation at the ATP Tour Finals was in doubt. The 33-year-old has battled multiple injuries throughout his career and also pulled out of the Paris Masters on his last appearance in 2017 before the quarter-finals.",zero_shot,Rafael Nadal Withdraws from Paris Masters Due to Abdominal Injury,0.00010635938,5,5,5,4,5,5,Directly states the reason for withdrawal with clarity and detail.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
70,4989,N30211,sports,"Rafael Nadal pulled out of the Paris Masters with an abdominal injury just minutes before the scheduled start of his semi-final against Denis Shapovalov on Saturday, and admitted his participation at the ATP Tour Finals was in doubt. The 33-year-old has battled multiple injuries throughout his career and also pulled out of the Paris Masters on his last appearance in 2017 before the quarter-finals.",optimized,Rafael Nadal Withdraws from Paris Masters Due to Abdominal Injury,0.00010635938,5,5,5,4,5,5,Identical to zero_shot; clear and specific.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
70,4989,N30211,sports,"Rafael Nadal pulled out of the Paris Masters with an abdominal injury just minutes before the scheduled start of his semi-final against Denis Shapovalov on Saturday, and admitted his participation at the ATP Tour Finals was in doubt. The 33-year-old has battled multiple injuries throughout his career and also pulled out of the Paris Masters on his last appearance in 2017 before the quarter-finals.",agentic_selected,Nadal's ATP Tour Finals Participation in Doubt After Paris Masters Withdrawal,8.571794e-05,4,4,4,4,5,4,Highlights ATP Finals doubt but less focused on immediate withdrawal details.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
71,5356,N33680,finance,"A nearly 8,000 square-foot mansion in Scottsdale with a finished basement was among this week's priciest homes sold in metro Phoenix.",original,"A Scottsdale mansion with a rooftop view deck, home theater sells for $2.65M",0.00011751174,3,4,3,4,4,3,Includes additional features not mentioned in the summary.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
